question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
103855,59853,2020,,228,IBD/TIPP,,,IBD/TIPP,144,IBD/TIPP,A-,863,rv,rv,Live Phone,U.S. President,0,,9/26/19,10/3/19,,,FALSE,,,FALSE,FALSE,10/7/19 8:22,,https://projects.fivethirtyeight.com/polls/20191007_National.xlsx,general,Biden,Joseph R. Biden Jr.,DEM,51
103700,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,FALSE,,,FALSE,FALSE,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Biden,Joseph R. Biden Jr.,DEM,44
103787,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,FALSE,,,FALSE,FALSE,10/3/19 12:05,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Biden,Joseph R. Biden Jr.,DEM,52.6
103793,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,FALSE,,,FALSE,FALSE,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Biden,Joseph R. Biden Jr.,DEM,54
103850,59858,2020,Wisconsin,590,Fox News/Anderson Robbins Research/Shaw & Co. Research,,,Fox News,103,Fox News/Anderson Robbins Research/Shaw & Co. Research,A,1512,rv,rv,Live Phone,U.S. President,0,,9/29/19,10/2/19,,,FALSE,,,FALSE,FALSE,10/6/19 9:48,,https://www.foxnews.com/politics/fox-news-poll-results-september-29-october-2-2019-wisconsin,general,Biden,Joseph R. Biden Jr.,DEM,48
103475,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,FALSE,,,FALSE,FALSE,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Biden,Joseph R. Biden Jr.,DEM,39
103476,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,FALSE,,,FALSE,FALSE,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Biden,Joseph R. Biden Jr.,DEM,43
103505,59737,2020,Michigan,1166,Target Insyght,801,MIRS News Service,Target Insyght,330,Target Insyght,C,804,lv,lv,Live Phone,U.S. President,0,,9/24/19,9/26/19,,,FALSE,,,FALSE,FALSE,9/30/19 23:07,,https://twitter.com/MIRSnews/status/1178868336211431424,general,Biden,Joseph R. Biden Jr.,DEM,54
103171,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,FALSE,,,FALSE,FALSE,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Biden,Joseph R. Biden Jr.,DEM,39
103172,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,FALSE,,,FALSE,FALSE,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Biden,Joseph R. Biden Jr.,DEM,42
103280,59710,2020,,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,lv,IVR/Online,U.S. President,0,,9/23/19,9/24/19,,,FALSE,,,FALSE,FALSE,9/25/19 10:26,,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/trump_47_biden_43,general,Biden,Joseph R. Biden Jr.,DEM,43
103396,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,FALSE,,,FALSE,FALSE,9/26/19 9:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47
103091,59642,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,B+,1019,rv,rv,IVR/Online,U.S. President,0,,9/21/19,9/23/19,,,FALSE,,,FALSE,FALSE,9/24/19 12:05,,http://emersonpolling.com/2019/09/24/warren-surges-biden-slips-and-sanders-steadies-three-way-dead-heat-for-the-nomination/,general,Biden,Joseph R. Biden Jr.,DEM,50.5
103231,59707,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1002,rv,rv,Online,U.S. President,0,,9/21/19,9/22/19,,,FALSE,,,FALSE,FALSE,9/25/19 7:49,,https://scottrasmussen.com/crosstabs-sep-21-22-19/,general,Biden,Joseph R. Biden Jr.,DEM,45
103035,59627,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C,1046,lv,lv,Automated Phone,U.S. President,0,,9/18/19,9/19/19,,,FALSE,,,FALSE,FALSE,9/22/19 9:22,,https://moscout.com/s/MOSCOUT-092019.pptx,general,Biden,Joseph R. Biden Jr.,DEM,42
103380,59714,2020,,573,Zogby Interactive/JZ Analytics,1165,24/7 Wall St.,Zogby Analytics,395,Zogby Interactive/JZ Analytics,C,1004,lv,lv,Live Phone/Online,U.S. President,0,,9/16/19,9/17/19,,,FALSE,,,FALSE,FALSE,9/25/19 15:06,,https://zogbyanalytics.com/news/900-the-zogby-poll-biden-bounces-back-trump-in-dead-heats-with-warren-and-sanders-voters-feel-democrats-have-gone-too-far-to-the-left,general,Biden,Joseph R. Biden Jr.,DEM,49
102936,59611,2020,,590,Fox News/Anderson Robbins Research/Shaw & Co. Research,,,Fox News,103,Fox News/Anderson Robbins Research/Shaw & Co. Research,A,1008,rv,rv,Live Phone,U.S. President,0,,9/15/19,9/17/19,,,FALSE,,,FALSE,FALSE,9/18/19 18:03,,https://www.foxnews.com/politics/fox-news-poll-september-15-17-2019,general,Biden,Joseph R. Biden Jr.,DEM,52
102783,59591,2020,California,1102,Emerson College,,,Emerson College,88,Emerson College,B+,830,rv,rv,IVR/Online,U.S. President,0,,9/13/19,9/16/19,,,FALSE,,,FALSE,FALSE,9/17/19 12:04,,http://emersonpolling.com/2019/09/17/biden-sanders-warren-in-statistical-tie-in-democratic-primary-harris-struggles-in-home-state/,general,Biden,Joseph R. Biden Jr.,DEM,63.8
102945,59595,2020,,460,SurveyUSA,,,SurveyUSA,325,SurveyUSA,A,4520,rv,rv,Online,U.S. President,0,,9/13/19,9/16/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:45,,http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17,general,Biden,Joseph R. Biden Jr.,DEM,49
102946,59595,2020,,460,SurveyUSA,,,SurveyUSA,325,SurveyUSA,A,4520,rv,rv,Online,U.S. President,0,,9/13/19,9/16/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:45,,http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17,general,Biden,Joseph R. Biden Jr.,DEM,49
102947,59595,2020,,460,SurveyUSA,,,SurveyUSA,325,SurveyUSA,A,4520,rv,rv,Online,U.S. President,0,,9/13/19,9/16/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:45,,http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17,general,Biden,Joseph R. Biden Jr.,DEM,51
102960,59596,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,1785,rv,rv,Online,U.S. President,0,,9/13/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:46,,http://www.surveyusa.com/client/PollReport.aspx?g=a5e19558-aca6-4cef-a5cb-33a58889d33c,general,Biden,Joseph R. Biden Jr.,DEM,57
102961,59596,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,1785,rv,rv,Online,U.S. President,0,,9/13/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:46,,http://www.surveyusa.com/client/PollReport.aspx?g=a5e19558-aca6-4cef-a5cb-33a58889d33c,general,Biden,Joseph R. Biden Jr.,DEM,58
102962,59596,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,1785,rv,rv,Online,U.S. President,0,,9/13/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/19/19 7:46,,http://www.surveyusa.com/client/PollReport.aspx?g=a5e19558-aca6-4cef-a5cb-33a58889d33c,general,Biden,Joseph R. Biden Jr.,DEM,56
102981,59616,2020,Texas,1474,University of Texas - Tyler,,,University of Texas at Tyler,458,University of Texas - Tyler,,1199,rv,rv,Online,U.S. President,0,,9/13/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/19/19 9:44,,https://www.uttyler.edu/politicalscience/files/pollingcenter/UT-Tyler-Poll-Sept19-Toplines-RV-in-Texas.pdf,general,Biden,Joseph R. Biden Jr.,DEM,39.6
102920,59604,2020,Florida,1218,Florida Atlantic University,,,Florida Atlantic University,97,Florida Atlantic University,C+,934,rv,rv,IVR/Online,U.S. President,0,,9/12/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/18/19 13:17,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2019/warren-cutting-into-bidens-lead-in-florida.php,general,Biden,Joseph R. Biden Jr.,DEM,49.5
103400,59725,2020,Virginia,1253,Research America Inc.,682,University of Mary Washington,Research America Inc.,282,Research America Inc.,C+,1009,a,a,Live Phone,U.S. President,0,,9/3/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/26/19 13:04,,https://www.umw.edu/news/wp-content/uploads/sites/7/2019/09/Topline-1-2019.pdf,general,Biden,Joseph R. Biden Jr.,DEM,55
103412,59725,2020,Virginia,1253,Research America Inc.,682,University of Mary Washington,Research America Inc.,282,Research America Inc.,C+,882,rv,rv,Live Phone,U.S. President,0,,9/3/19,9/15/19,,,FALSE,,,FALSE,FALSE,9/26/19 19:09,,https://www.umw.edu/news/2019/09/26/trump-trails-leading-democratic-candidates-umw-survey-shows/,general,Biden,Joseph R. Biden Jr.,DEM,55
102802,59598,2020,Arizona,1329,Bendixen & Amandi International,1182,SMART Local 359,Bendixen & Amandi International,29,Bendixen & Amandi International,B-,520,rv,rv,Live Phone,U.S. President,0,,9/9/19,9/12/19,,,FALSE,,,FALSE,FALSE,9/18/19 7:44,,https://www.politico.com/f/?id=0000016d-410e-d547-a36f-67df39db0001,general,Biden,Joseph R. Biden Jr.,DEM,42
102684,59572,2020,,927,Greenberg Quinlan Rosner (Democracy Corps),,,GQR Research,126,Greenberg Quinlan Rosner (Democracy Corps),B-,800,rv,rv,Live Phone,U.S. President,0,,9/7/19,9/11/19,,,FALSE,,,FALSE,FALSE,9/16/19 8:17,,https://democracycorps.com/wp-content/uploads/2019/09/DCorps_Full-Internal-National-Phone-FQ_091119.pdf,general,Biden,Joseph R. Biden Jr.,DEM,50
102685,59572,2020,,927,Greenberg Quinlan Rosner (Democracy Corps),,,GQR Research,126,Greenberg Quinlan Rosner (Democracy Corps),B-,775,lv,lv,Live Phone,U.S. President,0,,9/7/19,9/11/19,,,FALSE,,,FALSE,FALSE,9/16/19 8:17,,https://democracycorps.com/wp-content/uploads/2019/09/DCorps_Full-Internal-National-Phone-FQ_091119.pdf,general,Biden,Joseph R. Biden Jr.,DEM,50
102619,59556,2020,Wisconsin,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,C-,534,lv,lv,Live Phone/Text,U.S. President,0,,9/7/19,9/9/19,,,FALSE,,,FALSE,FALSE,9/12/19 19:24,,http://firehousestrategies.com/exclusive-survey-democrats-lead-trump-in-key-swing-states/,general,Biden,Joseph R. Biden Jr.,DEM,44
102622,59557,2020,Michigan,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,C-,529,lv,lv,Live Phone/Text,U.S. President,0,,9/7/19,9/9/19,,,FALSE,,,FALSE,FALSE,9/12/19 19:24,,http://firehousestrategies.com/exclusive-survey-democrats-lead-trump-in-key-swing-states/,general,Biden,Joseph R. Biden Jr.,DEM,42
102625,59558,2020,Pennsylvania,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,C-,527,lv,lv,Live Phone/Text,U.S. President,0,,9/7/19,9/9/19,,,FALSE,,,FALSE,FALSE,9/12/19 19:25,,http://firehousestrategies.com/exclusive-survey-democrats-lead-trump-in-key-swing-states/,general,Biden,Joseph R. Biden Jr.,DEM,45
102332,59522,2020,New Hampshire,1102,Emerson College,,,Emerson College,88,Emerson College,B+,1041,rv,rv,IVR/Online,U.S. President,0,,9/6/19,9/9/19,,,FALSE,,,FALSE,FALSE,9/10/19 12:02,,http://emersonpolling.com/2019/09/10/sanders-slips-in-new-hampshire-biden-warren-take-lead/,general,Biden,Joseph R. Biden Jr.,DEM,54.6
102339,59523,2020,Texas,1499,Univision/University of Houston/Latino Decisions/North Star Opinion Research,38,Univision,Univision/University of Houston/Latino Decisions/North Star Opinion Research,,,,1004,rv,rv,Live Phone/Online,U.S. President,0,,8/31/19,9/6/19,,,FALSE,,,FALSE,FALSE,9/10/19 12:37,,https://static.univision.com/especiales/noticias/infografias/2019/encuesta-septiembre/univision_national_texas_poll.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47
102425,59505,2020,,11,ABC News/Washington Post,,,ABC News/Washington Post,3,ABC News/Washington Post,A+,1003,a,a,Live Phone,U.S. President,0,,9/2/19,9/5/19,,,FALSE,,,FALSE,FALSE,9/11/19 7:08,,https://www.washingtonpost.com/context/sept-2-5-2019-washington-post-abc-news-poll/d4e18b36-79bf-492d-91e3-d1c7a49d37e2/,general,Biden,Joseph R. Biden Jr.,DEM,54
102430,59505,2020,,11,ABC News/Washington Post,,,ABC News/Washington Post,3,ABC News/Washington Post,A+,877,rv,rv,Live Phone,U.S. President,0,,9/2/19,9/5/19,,,FALSE,,,FALSE,FALSE,9/11/19 7:08,,https://www.washingtonpost.com/context/sept-2-5-2019-washington-post-abc-news-poll/d4e18b36-79bf-492d-91e3-d1c7a49d37e2/,general,Biden,Joseph R. Biden Jr.,DEM,55
102084,59475,2020,,228,IBD/TIPP,,,IBD/TIPP,144,IBD/TIPP,A-,848,rv,rv,Live Phone,U.S. President,0,,8/22/19,8/30/19,,,FALSE,,,FALSE,FALSE,9/3/19 12:43,,https://projects.fivethirtyeight.com/polls/20190903_National.xlsx,general,Biden,Joseph R. Biden Jr.,DEM,54
102228,59488,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A,800,rv,rv,Live Phone,U.S. President,0,,8/25/19,8/29/19,,,FALSE,,,FALSE,FALSE,9/4/19 15:25,,https://law.marquette.edu/poll/wp-content/uploads/2019/09/MLSP53Toplines.pdf,general,Biden,Joseph R. Biden Jr.,DEM,51
101815,59443,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,B+,1458,rv,rv,IVR/Online,U.S. President,0,,8/24/19,8/26/19,,,FALSE,,,FALSE,FALSE,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,general,Biden,Joseph R. Biden Jr.,DEM,54.2
101852,59451,2020,,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,A-,1422,rv,rv,Live Phone,U.S. President,0,,8/21/19,8/26/19,,,FALSE,,,FALSE,FALSE,8/28/19 8:06,,https://poll.qu.edu/national/release-detail?ReleaseID=3638,general,Biden,Joseph R. Biden Jr.,DEM,54
102447,59537,2020,Texas,1486,Climate Nexus,,,Climate Nexus,,,,1660,rv,rv,Online,U.S. President,0,,8/20/19,8/25/19,,,FALSE,,,FALSE,FALSE,9/11/19 9:15,,https://climatenexus.org/wp-content/uploads/Texas-Poll-Toplines-and-Crosstabs-PR1921.pdf,general,Biden,Joseph R. Biden Jr.,DEM,43
101731,59427,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1002,rv,rv,Online,U.S. President,0,,8/22/19,8/23/19,,,FALSE,,,FALSE,FALSE,8/26/19 7:58,,https://scottrasmussen.com/crosstabs-aug-22-23-19/,general,Biden,Joseph R. Biden Jr.,DEM,44
101842,59450,2020,Michigan,143,EPIC-MRA,,,EPIC-MRA,84,EPIC-MRA,B+,600,lv,lv,Live Phone,U.S. President,0,,8/17/19,8/21/19,,,FALSE,,,FALSE,FALSE,8/28/19 6:41,,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Aug2019_Media_Freq.pdf,general,Biden,Joseph R. Biden Jr.,DEM,51
100766,58930,2020,Colorado,1102,Emerson College,,,Emerson College,88,Emerson College,B+,1000,rv,rv,IVR/Online,U.S. President,0,,8/16/19,8/19/19,,,FALSE,,,FALSE,FALSE,8/20/19 8:31,,http://emersonpolling.com/2019/08/20/colorado-2020-sanders-biden-and-warren-lead-democratic-field-democrats-look-to-gain-senate-seat/,general,Biden,Joseph R. Biden Jr.,DEM,54.9
100849,58963,2020,,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B-,1998,rv,rv,Online,U.S. President,0,,8/16/19,8/18/19,,,FALSE,,,FALSE,FALSE,8/21/19 0:04,,https://morningconsult.com/wp-content/uploads/2019/08/190845_crosstabs_POLITICO_RVs_v1_JB.pdf,general,Biden,Joseph R. Biden Jr.,DEM,42
100762,58933,2020,Nevada,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,C+,926,rv,rv,IVR/Online,U.S. President,0,,8/14/19,8/16/19,,,FALSE,,,FALSE,FALSE,8/20/19 8:30,,http://orlando-politics.com/wp-content/uploads/2019/08/Nevada-General-and-Democratic-Caucus-August-16-2019.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49
101005,58960,2020,Arizona,1293,OH Predictive Insights/MBQF,,,OH Predictive Insights,235,OH Predictive Insights/MBQF,C+,600,lv,lv,IVR/Live Phone,U.S. President,0,,8/13/19,8/14/19,,,FALSE,,,FALSE,FALSE,8/22/19 9:04,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
100640,58906,2020,,590,Fox News/Anderson Robbins Research/Shaw & Co. Research,,,Fox News,103,Fox News/Anderson Robbins Research/Shaw & Co. Research,A,1013,rv,rv,Live Phone,U.S. President,0,,8/11/19,8/13/19,,,FALSE,,,FALSE,FALSE,8/15/19 18:00,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Biden,Joseph R. Biden Jr.,DEM,50
100713,58907,2020,,573,Zogby Interactive/JZ Analytics,,,Zogby Analytics,395,Zogby Interactive/JZ Analytics,C,897,lv,lv,Online,U.S. President,0,,8/9/19,8/12/19,,,FALSE,,,FALSE,FALSE,8/19/19 12:51,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/2/,general,Biden,Joseph R. Biden Jr.,DEM,45
100690,58918,2020,Alaska,573,Zogby Interactive/JZ Analytics,1165,24/7 Wall St.,Zogby Analytics,395,Zogby Interactive/JZ Analytics,C,321,lv,lv,Online,U.S. President,0,,7/22/19,8/9/19,,,FALSE,,,FALSE,FALSE,8/16/19 14:32,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Biden,Joseph R. Biden Jr.,DEM,40
100463,58891,2020,New Hampshire,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,C+,505,rv,rv,IVR/Online,U.S. President,0,,8/2/19,8/6/19,,,FALSE,,,FALSE,FALSE,8/13/19 9:05,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Biden,Joseph R. Biden Jr.,DEM,53
102062,59465,2020,Utah,1243,Y2 Analytics,953,Utah Policy,Y2 Analytics,389,Y2 Analytics,B,149,rv,rv,Online,U.S. President,0,,7/31/19,8/6/19,,,FALSE,,,FALSE,FALSE,8/30/19 15:59,,https://www.utahpolicy.com/index.php/features/today-at-utah-policy/21444-trump-at-40-support-in-utah-ahead-of-2020-vote-trails-democrats-booker-and-sanders-tied-with-warren-and-biden-in-head-to-head-matchup,general,Biden,Joseph R. Biden Jr.,DEM,35
100337,58835,2020,,460,SurveyUSA,,,SurveyUSA,325,SurveyUSA,A,5459,rv,rv,Online,U.S. President,0,,8/1/19,8/5/19,,,FALSE,,,FALSE,FALSE,8/8/19 8:34,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Biden,Joseph R. Biden Jr.,DEM,50
100344,58836,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2184,rv,rv,Online,U.S. President,0,,8/1/19,8/5/19,,,FALSE,,,FALSE,FALSE,8/8/19 8:34,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Biden,Joseph R. Biden Jr.,DEM,61
100352,58840,2020,North Carolina,460,SurveyUSA,158,Civitas Institute,SurveyUSA,325,SurveyUSA,A,2113,rv,rv,Online,U.S. President,0,,8/1/19,8/5/19,,,FALSE,,,FALSE,FALSE,8/8/19 8:42,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Biden,Joseph R. Biden Jr.,DEM,49
